ink_frac,centroid_x,centroid_y,std_x,std_y,span_x,span_y,radial_mean,radial_std,vel_mean,vel_std,acc_mean,jerk_mean,fixation_ratio,saccade_ratio,grid_entropy,n_active_cells,bbox_fill,aspect_ratio
0.012861328125,0.4197845482156416,0.5705079937568548,0.10511450624907093,0.13982577047390446,0.38593750000000004,0.6333333333333333,0.15180718096769955,0.0869188432921602,0.05430841534285189,0.04153458260281527,0.07388251174932135,0.06206222301626294,0.31181979245760566,0.40344216654011644,0.5563493924662393,0.25,0.05261826124014489,0.6093750000000001
0.008557942708333334,0.43326122099657666,0.6125182261950044,0.07794033768567894,0.055815320658211036,0.3046875,0.23333333333333334,0.07986733755362738,0.05302126602441258,0.03873835574549332,0.03226302178768393,0.09046756016975066,0.08574347959039075,0.6158235070368961,0.2107265119817421,0.35043772387900335,0.125,0.12037545787545788,1.3058035714285714
0.0054752604166666665,0.4296995763971463,0.5778624157748712,0.07360725191620947,0.06377473207246938,0.29218750000000004,0.25416666666666665,0.09044925844453264,0.036113371933478,0.03671166445174978,0.0335462894978732,0.07774358256976988,0.06946212492131217,0.47265160523186683,0.26634958382877527,0.4180256530711134,0.109375,0.07372665906899271,1.1495901639344264
0.010266927083333334,0.4372057308180089,0.5401976326358063,0.0791124977854613,0.08481690221068537,0.34687500000000004,0.3645833333333333,0.103834946860227,0.05168169905300537,0.056699864473373364,0.04461500366558212,0.06697377746279234,0.05767963494846259,0.25998731769181993,0.4543436905516804,0.4534997419906042,0.140625,0.08118404118404118,0.9514285714285716
0.0273828125,0.5557642727650974,0.5365767158028213,0.17284782498659157,0.11349057961658478,0.765625,0.6895833333333333,0.18208407468800064,0.09798914230320808,0.0874810028623908,0.06017763032910965,0.07663375383439158,0.05266006545271461,0.08368996671421779,0.6333808844507846,0.6403359802628255,0.375,0.05186509649176891,1.1102719033232629
0.006116536458333334,0.5965540180947312,0.6108790136597481,0.12135527977432646,0.020022036691649536,0.4453125,0.11458333333333326,0.10622806371475699,0.061996647988422256,0.0426050569243131,0.03922970810548918,0.08119254088010937,0.07127070093604233,0.4651410324640766,0.329430548163917,0.39389957583615054,0.109375,0.11987240829346102,3.886363636363639
0.005729166666666666,0.4148464133522727,0.5653444602272727,0.07861134128999604,0.04366638626253434,0.2640625,0.19375000000000003,0.08107529494027778,0.0389010644968496,0.04088012477718359,0.03918581186417024,0.07420677361853832,0.064674688057041,0.44772727272727275,0.35909090909090907,0.3269165289968308,0.078125,0.11198065788636506,1.3629032258064513
0.022555338541666668,0.6303782111415789,0.6248848438928176,0.13603042668222234,0.07377965402619978,0.49062500000000003,0.42291666666666666,0.14000872947722445,0.06591866201423226,0.06604240772654854,0.04367289276808902,0.06692248266025995,0.05414243630776022,0.15543368451435993,0.5687689421272911,0.5345931702078202,0.21875,0.10870383734429417,1.1600985221674878
0.016608072916666668,0.7051670913367306,0.5913644975826473,0.09804032868873115,0.03801839212413742,0.34687500000000004,0.18541666666666667,0.09469216115296246,0.04572415997348122,0.05969592854782054,0.0448570135296956,0.06741915896111482,0.055230935965134786,0.22148177185417484,0.4925519404155233,0.36501776952579407,0.09375,0.2582245166514829,1.8707865168539328
0.024664713541666668,0.5006951547446218,0.6637282235713342,0.18763488495517824,0.04890826150134199,0.696875,0.2437499999999999,0.1633686230763958,0.10444884436579054,0.06257482008244765,0.047598963716132064,0.07007688386163494,0.05824230708516744,0.27240332585455984,0.45981259073511943,0.4965903282663886,0.171875,0.14520332681767664,2.85897435897436
